URL,Discount,Rating,Brand,Item,MRP,Reviews 
tops/h%26m/-hm-balloon-sleeved-blouse/30064935/buy,,,H&M,Balloon-Sleeved Blouse,,
tops/athena/athena-black-wrap-top-with-puffed-sleeves/12031404/buy,Rs. 449,4.2,Athena,Puff Sleeved Wrap Top,Rs. 1499,2.7k
tops/all+about+you/all-about-you-puff-sleeve-crepe-top/27657764/buy,Rs. 539,3.7,all about you,Puff Sleeve Crepe Top,Rs. 1499,1.8k
tops/h%26m/-hm-girls-ribbed-jersey-top/30064874/buy,,,H&M,Girls Ribbed Jersey Top,,
tops/roadster/the-roadster-lifestyle-co-blue-self-striped-crochet-fitted-top/13611338/buy,Rs. 455,4.3,Roadster,Crochet Fitted Top,Rs. 1899,431
tops/stylecast/stylecast-grey-shirt-collar-cotton-shirt-style-top/29519736/buy,Rs. 1299,3.3,StyleCast,Cotton Shirt Style Top,Rs. 3049,6
tops/tokyo+talkies/tokyo-talkies-white-self-design-puff-sleeve-crop-top/24480580/buy,Rs. 433,4.1,Tokyo Talkies,Self Design Crop Top,Rs. 1399,559
tops/trendyol/trendyol-abstract-print-round-neck-top/29781016/buy,Rs. 974,4.6,Trendyol,Abstract Print Top,Rs. 1299,8
tops/street+9/street-9-black-shirt-style-crop-top/18375592/buy,Rs. 399,4.3,STREET 9,Shirt Style Top,Rs. 1599,1.2k
tops/athena/athena-fuchsia-off-shoulder-pleated-regular-top/24205386/buy,Rs. 569,3.9,Athena,Off-Shoulder Pleated Top,Rs. 1499,162
tops/mast+%26+harbour/mast--harbour-women-green--off-white-polka-dot-print-shirt-style-top/17189054/buy,Rs. 524,3.9,Mast & Harbour,Polka Dot Shirt Style Top,Rs. 1499,120
tops/dressberry/dressberry-cherry-red-softcore-surreal-a-line-top/29075512/buy,Rs. 399,4.2,DressBerry,Softcore Surreal A-Line Top,Rs. 699,10
tops/stylecast/stylecast-beige-square-neck-long-sleeves-top/27007538/buy,Rs. 799,4,StyleCast,Square Neck Long Sleeves Top,Rs. 2299,25
tops/everyday+by+ani/everyday-by-ani-women-printed-shirt-style-top/27751352/buy,Rs. 753,4.3,EVERYDAY by ANI,Women Printed Shirt Style Top,Rs. 2599,16
tops/only/only-printed-v-neck-top/22203084/buy,Rs. 899,4.4,ONLY,Printed V-Neck Top,Rs. 1799,74
tops/stylecast+x+revolte/stylecast-x-revolte--shoulder-straps-cold-shoulder-top/28620430/buy,Rs. 849,2.8,StyleCast x Revolte,Cold-Shoulder Top,Rs. 2399,6
tops/forever+new/forever-new-tie-up-neck-flared-sleeves-top/29290944/buy,Rs. 3520,,Forever New,Flutter Sleeve Top,Rs. 4400,
tops/tokyo+talkies/tokyo-talkies-women-stunning-magenta-solid-top/17537890/buy,Rs. 174,4.2,Tokyo Talkies,Solid Top,Rs. 499,4.9k
tops/stylecast+x+revolte/stylecast-x-revolte-blue-halter-neck-lace-regular-top/28937408/buy,Rs. 1299,4.4,StyleCast x Revolte,Halter Neck Lace Regular Top,Rs. 3299,5
tops/sassafras/sassafras-women-pretty-pink-abstract-puff-sleeves-top/16707954/buy,Rs. 479,4.1,SASSAFRAS,Abstract Puff Sleeves Top,Rs. 1599,2.9k
tops/god+bless/god-bless-floral-printed-pure-cotton-peplum-top/25670158/buy,Rs. 599,3.8,God Bless,Printed Peplum Top,Rs. 1999,63
tops/marks+%26+spencer/marks--spencer-cuffed-sleeves-round-neck-top/24019512/buy,Rs. 1399,4.5,Marks & Spencer,Cuffed Sleeves Top,Rs. 3499,13
tops/tommy+hilfiger/tommy-hilfiger-striped-tie-up-neck-longline-top/26516088/buy,Rs. 3219,5,Tommy Hilfiger,Striped Tie-Up Neck Top,Rs. 4599,3
tops/athena/athena-stylish-mint-green-power-shoulders-top/13719146/buy,Rs. 623,4.5,Athena,Power Shoulders Top,Rs. 1299,27.4k
tops/freakins/freakins-blue-mock-neck-cotton-crop-top/23404716/buy,Rs. 1223,3.8,FREAKINS,Mock Neck Cotton Crop Top,Rs. 2399,17
tops/mast+%26+harbour/mast--harbour-maroon-smart-casual-narnia-top/3998666/buy,Rs. 319,4.2,Mast & Harbour,Smart Casual Narnia Top,Rs. 999,2.2k
tops/mango/mango-blue-solid-tie-up-neck-ruffles-detail-sustainable-satin-blouson-top/20705276/buy,Rs. 1476,3.8,MANGO,Solid Satin Blouson Top,Rs. 3690,62
tops/mango/mango-layered-back-top/24705732/buy,Rs. 2788,4.2,MANGO,Layered Back Top,Rs. 4290,20
tops/athena/athena-women-classic-white-solid-feminine-frills-top/17721874/buy,Rs. 569,4.3,Athena,Solid Feminine Frills Top,Rs. 1499,700
tops/letsdressup/letsdressup-floral-printed-extended-sleeves-shirt-style-top/28682670/buy,Rs. 915,3.7,LetsDressUp,Floral Printed Shirt Style Top,Rs. 1665,25
tops/dressberry/dressberry-puff-sleeve-pure-cotton-schiffli-top/27978104/buy,Rs. 543,4,DressBerry,Pure Cotton Schiffli Top,Rs. 1599,3
tops/only/only-onlyippie-checked-tie-up-neck-flutter-sleeves-gathered-pure-cotton-peplum-top/25154968/buy,Rs. 1259,4.2,ONLY,Pure Cotton Peplum Top,Rs. 2799,30
tops/amydus/amydus-plus-size-paisley-printed-v-neck-top/28648180/buy,Rs. 1994,5,Amydus,Plus Size Printed V-Neck Top,Rs. 3499,5
swim-tops/marks+%26+spencer/marks--spencer-padded-plunge-bikini-swim-top/29326730/buy,Rs. 1199,,Marks & Spencer,Padded Plunge Bikini Swim Top,Rs. 2499,
tops/sassafras/sassafras-self-design-round-neck-crochet-shirt-style-top/29121518/buy,Rs. 911,4.4,SASSAFRAS,Self Design Crochet Top,Rs. 1899,136
tops/h%26m/hm-ribbed-vest-top/29183782/buy,,4.9,H&M,Ribbed Vest Top,,14
tops/angloindu/angloindu-floral-print-shirt-style-maternity-top/24608244/buy,Rs. 1507,4.1,angloindu,Shirt Style Maternity Top,Rs. 2599,79
tops/athena/athena-round-neck-short-sleeves-textured-top/27400682/buy,Rs. 577,3.9,Athena,Round Neck Textured Top,Rs. 1699,162
tops/stylecast/stylecast-white-shoulder-strap-corset-top/24607602/buy,Rs. 649,4.3,StyleCast,Shoulder Strap Corset Top,Rs. 2199,12
tops/spunkies/spunkies-white-embellished-organic-cotton-top/19526744/buy,Rs. 458,4.3,SPUNKIES,Embellished Organic Cotton Top,Rs. 899,171
tops/only/only-onlfeather-ss-schiffli-self-design-bell-sleeves-semi-sheer-pure-cotton-top/24744590/buy,Rs. 1259,3.9,ONLY,Semi Sheer Pure Cotton Top,Rs. 2799,71
tops/fablestreet/fablestreet-floral-print-mandarin-collar-top/22585092/buy,Rs. 1456,4.4,FableStreet,Floral Print Mandarin Collar Top,Rs. 1995,124
tops/athena/athena-black-tie-up-neck-lace-top/20437954/buy,Rs. 730,4.1,Athena,Tie-Up Neck Lace Top,Rs. 1699,7.7k
tops/fablestreet/fablestreet-women-pink-shirt-style-top/15115108/buy,Rs. 1383,4.3,FableStreet,Women Shirt Style Top,Rs. 1895,145
tops/dressberry/dressberry-whimsical-bliss-wrap-it-up-empire-top/29346664/buy,Rs. 599,,DressBerry,Whimsical Bliss Wrap-It-Up Top,Rs. 899,
tops/baesd/baesd-abstract-printed-regular-crop-top/24325524/buy,Rs. 599,3.3,BAESD,Printed Crop Top,Rs. 1199,184
tops/suti/suti-striped-mandarin-collar-longline-cotton-top/27496568/buy,Rs. 783,4.4,SUTI,Mandarin Collar Cotton Top,Rs. 1599,11
tops/dressberry/dressberry-pastel-panache-tie-up-wrap-top/29346918/buy,Rs. 499,,DressBerry,Pastel Panache Tie-Up Wrap Top,Rs. 699,
tops/elyraa/elyraa-shoulder-straps-crop-tank-top--/24260236/buy,Rs. 527,4.2,ELYRAA,Shoulder Straps Tank Top,Rs. 1099,218
tops/antheaa/antheaa-women-black--orange-ethnic-motif-print-puff-sleeves-chiffon-top/18812388/buy,Rs. 989,4.3,Antheaa,Women Print Chiffon Top,Rs. 2199,158
tops/levis/levis-textured-puff-sleeves-top/26752758/buy,Rs. 1209,4.5,Levis,Textured Puff Sleeves Top,Rs. 2199,11
tops/trendyol/trendyol-women-grey-solid-top/19555452/buy,Rs. 987,4.3,Trendyol,Women Grey Solid Top,Rs. 1299,64
tops/sheetal+associates/sheetal-associates-round-neck-puff-sleeves-regular-top/21833290/buy,Rs. 299,4.1,SHEETAL Associates,Puff Sleeves Regular Top,Rs. 1999,3.1k
tops/tokyo+talkies/tokyo-talkies-floral-printed-tie-up-neck-puff-sleeve-top/24155134/buy,Rs. 337,4.1,Tokyo Talkies,Floral Print Tie-Up Neck Top,Rs. 1249,1.1k
tops/dressberry/dressberry-floral-embroidered-puff-sleeves-a-line-top/29489416/buy,Rs. 791,4.2,DressBerry,Embroidered A-line Top,Rs. 2399,1.8k
tops/trendyol/trendyol-shirt-collar-sleeveless-crop-top/29780790/buy,Rs. 1709,,Trendyol,Sleeveless Crop Top,Rs. 1899,
tops/angloindu/angloindu-high-neck-cotton-top/19034540/buy,Rs. 695,4.1,angloindu,High Neck Cotton Top,Rs. 1449,831
tops/chemistry/chemistry-v-neck-sleeveless-wrap-crop-top/25635904/buy,Rs. 1079,3.7,Chemistry,Sleeveless Wrap Crop Top,Rs. 2699,41
tops/rareism/rareism-floral-print-roll-up-sleeves-cotton-top/29690588/buy,Rs. 1949,3.8,RAREISM,Floral Print Roll-Up Sleeves Top,Rs. 2999,5
tops/freakins/freakins-halter-neck-denim-bralette-crop-top/21136238/buy,Rs. 832,3.8,FREAKINS,Halter Neck Denim Bralette Top,Rs. 1699,80
tops/dressberry/dressberry-women-yellow-puff-sleeves-top/13614762/buy,Rs. 503,4,DressBerry,Puff Sleeves Top,Rs. 1199,1.4k
tops/mango/mango-pure-cotton-strapless-denim-top/25256842/buy,,3.9,MANGO,Strapless Denim Top,,24
tops/dream+beauty+fashion/dream-beauty-fashion-sweetheart-neck-puff-sleeve-regular-top/25395216/buy,Rs. 369,3.6,Dream Beauty Fashion,Sweetheart Neck Regular Top,Rs. 999,424
tops/dressberry/dressberry-barbie-chic-crinkled-cinched-waist-top/29346938/buy,Rs. 599,3.8,DressBerry,Barbie Chic Cinched Top,Rs. 899,6
tops/trendyol/trendyol-animal-print-crop-top/21510558/buy,Rs. 719,4.3,Trendyol,Animal Print Top,Rs. 899,203
tops/dressberry/dressberry-pink-shirt-collar-crop-fitted-top/28236742/buy,Rs. 594,3.9,DressBerry,Shirt Collar Crop Fitted Top,Rs. 1699,221
tops/baesd/baesd-ribbed-square-neck-knitted-casual-top/25677294/buy,Rs. 383,3.9,BAESD,Ribbed Square Neck Top,Rs. 1599,1.4k
tops/sangria/sangria-embroidered-bell-sleeve-a-line-top/25870258/buy,Rs. 599,4.1,Sangria,Embroidered A-Line Top,Rs. 2999,91
tops/marks+%26+spencer/marks--spencer-abstract-printed-v-neck-cuffed-sleeves-pure-cotton-top/28979962/buy,,,Marks & Spencer,Printed Pure Cotton Top,,
tops/roadster/roadster-dusty-pink-pure-cotton-solid-styled-back-top/13555296/buy,Rs. 209,4.3,Roadster,Pure Cotton Styled Back Top,Rs. 599,525
tops/keri+perry/keri-perry-lapel-collar-puff-sleeves-high-low-top/24003482/buy,Rs. 857,4.2,KERI PERRY,Lapel Collar Puff Sleeves Top,Rs. 2199,1.9k
tops/mango/mango-self-striped-top/29752798/buy,Rs. 3411,,MANGO,Self Striped Top,Rs. 3790,
tops/marie+claire/marie-claire-purple-tie-and-dye-tie-up-neck-ruffles-chiffon-top/21229744/buy,Rs. 607,3.9,Marie Claire,Tie and Dye Tie-Up Neck Ruffles Chiffon Top,Rs. 1599,257
thermal-tops/jockey/jockey-cotton-rich-three-quarter-sleeve-stay-warm-technology-thermal-top-/15019102/buy,,4.5,Jockey,Ribbed Thermal Top,,6.6k
tops/trendyol/trendyol-strapless-tube-top/27680074/buy,Rs. 2634,4.4,Trendyol,Strapless Tube Top,Rs. 3099,14
tops/here%26now/herenow-navy-blue-pleated-pure-cotton-a-line-top/1986799/buy,Rs. 549,4.1,HERE&NOW,Pure Cotton A-Line Top,Rs. 2199,2.5k
tops/sera/sera-blue-floral-printed-crop-top/20426114/buy,Rs. 402,4.3,Sera,Floral Printed Crop Top,Rs. 1298,24.3k
tops/rareism/rareism-cotton-top/29690540/buy,Rs. 1749,4.4,RAREISM,Top Solid,Rs. 2499,44
tops/curve+by+kassually/curve-by-kassually-plus-size-black-mandarin-collar-pleated-shirt-style-top/28604558/buy,Rs. 759,3.8,CURVE BY KASSUALLY,Plus Size Shirt Style Top,Rs. 1999,76
tops/freakins/freakins-black-pure-cotton-bralette-crop-top/23568632/buy,Rs. 919,3.9,FREAKINS,Black Bralette Crop Top,Rs. 1999,75
tops/roadster/the-roadster-lifestyle-co-black--blue-striped-pure-cotton-regular-top/13321468/buy,Rs. 174,4.4,Roadster,Striped Regular Top,Rs. 699,977
tops/stylecast+x+revolte/stylecast-x-revolte-v-neck-regular-top/28620436/buy,Rs. 949,2.7,StyleCast x Revolte,V-Neck Regular Top,Rs. 2699,3
tops/aahwan/aahwan-self-design-halter-neck-semi-sheer-cotton-bralette-crop-top/25755026/buy,Rs. 599,3.4,AAHWAN,Cotton Bralette Crop Top,Rs. 1999,262
tops/anouk/anouk-ethnic-printed-cuban-collar-pure-cotton-shirt-style-top/29958965/buy,Rs. 719,,Anouk,Printed Pure Cotton Top,Rs. 1999,
tops/mast+%26+harbour/mast--harbour-lace-detailed-pure-cotton-top/27159596/buy,Rs. 351,4.3,Mast & Harbour,Lace Detailed Pure Cotton Top,Rs. 1099,44
tops/trendyol/trendyol-women-solid-high-neck-long-sleeves-top/20197590/buy,Rs. 959,3.9,Trendyol,Solid High Neck Top,Rs. 1199,383
tops/allen+solly+woman/allen-solly-woman-white-regular-top/16442544/buy,Rs. 1359,4,Allen Solly Woman,Regular Top,Rs. 1599,191
tops/mango/mango-ribbed-striped-drop-shoulder-sleeves-top/30001013/buy,Rs. 2871,,MANGO,Drop Shoulder Sleeves Top,Rs. 3190,
tops/dressberry/dressberry-monochrome-mood-peter-pan-top/29155528/buy,Rs. 499,4.2,DressBerry,Monochrome Mood Peter Pan Top,Rs. 999,5
tops/fablestreet/fablestreet-red-mandarin-collar-top/17257590/buy,Rs. 1383,3.8,FableStreet,Mandarin Collar Top,Rs. 1895,220
tops/freakins/freakins-halter-neck-cotton-denim-crop-top/29973188/buy,Rs. 1399,4.6,FREAKINS,Halter Neck Denim Top,Rs. 3699,5
tops/stylecast/stylecast-burgundy-self-design-cuffed-sleeves-shirt-style-top/25319110/buy,Rs. 999,4.3,StyleCast,Self Design Shirt Style Top,Rs. 2849,10
tops/roadster/the-roadster-lifestyle-co-red-pure-cotton-crochet-knit-regular-top/13611348/buy,Rs. 390,4.5,Roadster,Pure Cotton Crochet Knit Top,Rs. 1699,380
tops/trendyol/trendyol-high-neck-sleeveless-top/21434560/buy,Rs. 1439,4.1,Trendyol,High Neck Sleeveless Top,Rs. 1799,98
tops/inweave/inweave-floral-printed-sleeveless-a-line-top/24202752/buy,Rs. 593,4.2,InWeave,Floral Printed A-Line Top,Rs. 2199,797
tops/roadster/roadster-maroon-pure-cotton-top/1753481/buy,Rs. 332,4.1,Roadster,Pure Cotton Top,Rs. 899,11k
tops/chemistry/chemistry-seersucker-cotton-top/26946998/buy,Rs. 527,,Chemistry,Seersucker Cotton Top,Rs. 1599,
tops/styli/styli-brushed-ribbed-polo-relaxed-fit-regular-length-top/29722164/buy,Rs. 899,,Styli,Ribbed Shirt Collar Top,Rs. 1249,
tops/sassafras/sassafras-peach-coloured-floral-schiffli-embroidery-sweetheart-neck-puff-sleeve-pure-cotton-top/14087582/buy,Rs. 569,4.2,SASSAFRAS,Embroidered Cotton Top,Rs. 1499,2.2k
tops/aahwan/aahwan-woman-solid-fitted-round-neck-crop-top/20663750/buy,Rs. 599,4,AAHWAN,Woman Solid Fitted Crop Top,Rs. 1999,1.5k
tops/fablestreet/fablestreet-women-black-solid-mandarin-collar-satin-top/16478660/buy,Rs. 1602,4.2,FableStreet,Women Solid Satin Top,Rs. 2195,105
tops/fablestreet/fablestreet-blue-printed-extended-sleeves-regular-top/14962854/buy,Rs. 1383,4.1,FableStreet,Printed Regular Top,Rs. 1895,517
tops/mango/mango-sweetheart-neck-strap-top/30001549/buy,Rs. 1341,,MANGO,Sweetheart Neck Strap Top,Rs. 1490,
tops/trendyol/trendyol-v-neck-cap-sleeve-pure-cotton-wrap-top/27536366/buy,Rs. 2249,4.2,Trendyol,Pure Cotton Wrap Top,Rs. 2999,17
tops/aarke+ritu+kumar/aarke-ritu-kumar-floral-print-tie-up-neck-flared-sleeve-top/24289538/buy,,4.4,aarke Ritu Kumar,Floral Print Tie-Up Neck Top,,25
tops/stylecast/stylecast-white-self-design-shirt-collar-cuffed-sleeve-top/28104078/buy,Rs. 1149,4.4,StyleCast,Self Design Cuffed Sleeve Top,Rs. 2799,23
tops/cool+%26+sexy/cool--sexy-lace-up-styled-back-top/29729826/buy,Rs. 1019,,Cool & Sexy,Lace-Up Styled Back Top,Rs. 1199,
tops/only/only-floral-printed-pleated-a-line-top/24052314/buy,Rs. 1259,4.3,ONLY,Floral Printed A-Line Top,Rs. 2799,56
tops/anouk/anouk-white--gold-toned-print-mandarin-collar-pure-cotton-boxy-crop-top/17094520/buy,Rs. 449,4,Anouk,Print Mandarin Collar Boxy Top,Rs. 1499,2.5k
tops/fablestreet/fablestreet-women-red-top/16772010/buy,Rs. 1456,4.1,FableStreet,Women Top,Rs. 1995,82
tops/forever+new/forever-new-floral-printed-linen-crop-top/28613676/buy,,,Forever New,Printed Linen Crop Top,,
tops/forever+new/forever-new-flutter-sleeve-crop-top/30181599/buy,,,Forever New,Flutter Sleeve Top,,
tops/god+bless/god-bless-ethnic-printed-peplum-top/22802328/buy,Rs. 659,4.2,God Bless,Ethnic Printed Peplum Top,Rs. 1999,280
tops/van+heusen+woman/van-heusen-woman-floral-shirt-style-formal-top/25322230/buy,Rs. 1592,,Van Heusen Woman,Pure Cotton Shirt Style Top,Rs. 2699,
tops/janasya/janasya-womens-white-georgette-digital-print-flared-top/21373212/buy,Rs. 1306,4.1,Janasya,Floral Georgette Empire Top,Rs. 2419,199
tops/trendyol/trendyol-sleeveless-crop-top/27681202/buy,Rs. 2624,4.4,Trendyol,Sleeveless Crop Top,Rs. 3499,7
tops/trendyol/trendyol-striped-off-shoulder-top/27536774/buy,Rs. 1199,4.2,Trendyol,Striped Off-Shoulder Top,Rs. 1599,25
tops/harpa/harpa-women-white-printed-top/13532722/buy,Rs. 545,4,Harpa,Printed Top,Rs. 1299,4.3k
tops/sassafras/sassafras-fuchsia-off-shoulder-georgette-blouson-crop-top/17240092/buy,Rs. 591,4.2,SASSAFRAS,Off-Shoulder Georgette Blouson Top,Rs. 1599,1.5k
tops/inddus/inddus-women-classy-beige-floral-ethnic-fusion-top/17156160/buy,Rs. 827,4.1,Inddus,Floral Ethnic Fusion Top,Rs. 2299,390
tops/trendyol/trendyol-women-solid-corset-crop-top/20197770/buy,Rs. 1899,4.2,Trendyol,Women Solid Corset Crop Top,Rs. 2499,490
tops/imfashini/imfashini-high-neck-floral-print-puff-sleeve-top/27926098/buy,Rs. 745,3.8,Imfashini,Floral Print Puff Sleeve Top,Rs. 2485,12
tops/stylecast/stylecast-yellow-floral-embroidered-bell-sleeve-top/29472026/buy,Rs. 1049,3.5,StyleCast,Floral Bell Sleeve Top,Rs. 2599,18
tops/shaye/shaye-women-pink-contemporary-printed-casual-shirt-top/21855012/buy,Rs. 1689,4.3,SHAYE,Printed Casual Shirt,Rs. 2599,186
tops/trendyol/trendyol-sweetheart-neck-crop-top/29699900/buy,Rs. 1104,3.8,Trendyol,Sweetheart Neck Top,Rs. 1299,13
tops/la+zoire/la-zoire-off-white-self-design-high-low-top/10520994/buy,Rs. 879,4.1,La Zoire,Self Design High-Low Top,Rs. 2199,8.3k
tops/stylecast/stylecast-maroon-v-neck-regular-top/26091154/buy,Rs. 1149,3.8,StyleCast,V Neck Regular Top,Rs. 3249,4
tops/anouk/anouk-floral-print-roll-up-sleeves-shirt-style-crop-top/24871712/buy,Rs. 679,4.3,Anouk,Floral Print Shirt Style Top,Rs. 1999,2.3k
tops/stylecast+x+revolte/stylecast-x-revolte-v-neck-sleeveless-crochet-top/29222752/buy,Rs. 999,4.9,StyleCast x Revolte,V-Neck Sleeveless Crochet Top,Rs. 2749,7
tops/berrybird/berrybird-ribbed-square-neck-sleeveless-crop-top/27684940/buy,Rs. 492,4.3,BerryBird,Ribbed Square Neck Crop Top,Rs. 1449,967
tops/little+more+by+stylum/little-more-by-stylum-plus-size-floral-printed-pure-cotton-shirt-style-top/28974270/buy,Rs. 735,4.4,Little More By Stylum,Plus Size Shirt Style Top,Rs. 2299,23
tops/chemistry/chemistry-black-floral-embroidered-top/18323876/buy,Rs. 1784,4,Chemistry,Denim Top,Rs. 2099,118
tops/only/only-self-design-crop-top/25310338/buy,Rs. 999,4.3,ONLY,Self Design Crop Top,Rs. 2499,44
tops/uptownie/uptownie-stretchable-cut-out-ribbed-top/28535320/buy,Rs. 623,3.4,Uptownie,Crepe Styled Back Top,Rs. 1599,7
tops/h%26m/hm-drawstring-detail-strappy-top/29152522/buy,,4.7,H&M,Drawstring-Detail Strappy Top,,10
tops/w/w--floral-printed-tie-up-neck-cotton-cinched-waist-top/24291088/buy,Rs. 820,4.4,W,Cotton Cinched Waist Top,Rs. 1899,46
tops/mango/mango-floral-print-empire-top/26412222/buy,Rs. 3861,,MANGO,Floral Print Empire Top,Rs. 4290,
tops/stylecast/stylecast-white-self-design-regular-top/26059006/buy,Rs. 949,4.8,StyleCast,Self Design Regular Top,Rs. 2499,5
tops/vero+moda/vero-moda-v-neck-puff-sleeve-pleated-wrap-top/25738050/buy,Rs. 899,3.7,Vero Moda,Pleated Wrap Top,Rs. 2999,18
tops/berrylush/berrylush-women-stylish-black-floral-cropped-top/16944592/buy,Rs. 464,4.2,Berrylush,Floral Cropped Top,Rs. 1499,1.8k
tops/the+souled+store/the-souled-store-sleeveless-fitted-crop-top/29396592/buy,Rs. 399,4.4,The Souled Store,Sleeveless Fitted Crop Top,Rs. 999,8
tops/dream+beauty+fashion/dream-beauty-fashion-crop-casual-top/27019600/buy,Rs. 369,3.6,Dream Beauty Fashion,Crop Casual Top,Rs. 999,114
tops/aahwan/aahwan-women-white-tank-crop-top/19076654/buy,Rs. 479,3.8,AAHWAN,Women White Tank Crop Top,Rs. 999,2.2k
tops/roadster/the-roadster-life-co-puff-sleeves-pure-cotton-shirt-style-top/23476356/buy,Rs. 791,4.3,Roadster,Puff Sleeve Shirt Style Top,Rs. 1799,197
tops/dressberry/dressberry-textured-neutrals-dobby-weave-top/29346656/buy,Rs. 499,3.9,DressBerry,Textured Neutrals Dobby Top,Rs. 699,10
tops/marks+%26+spencer/marks--spencer-polka-dots-printed-puffed-sleeves-top/28979940/buy,,,Marks & Spencer,Printed Puffed Sleeves Top,,
tops/mango/mango-self-design-ruffles-top/29933913/buy,Rs. 3681,,MANGO,Self Design Ruffles Top,Rs. 4090,
tops/ishin/ishin-white--brown-pure-cotton-embroidered-bell-sleeves-peplum-top/13932834/buy,Rs. 1259,4.2,Ishin,Bell Sleeves Peplum Top,Rs. 3499,499
tops/roadster/--the-roadster-lifestyle-co-ribbed-top-with-contrast-lettuce-eges/10964478/buy,Rs. 206,4,Roadster,Women Ribbed Top,Rs. 589,868
tops/uptownie/uptownie-porcelain-printed-knotted-croptop/28559754/buy,Rs. 730,3.2,Uptownie,Floral Printed V-Neck Top,Rs. 1699,5
tops/dressberry/dressberry-floral-print-puff-sleeve-a-line-top/28560458/buy,Rs. 434,,DressBerry,Floral Print Puff Sleeve Top,Rs. 1499,
tops/miss+chase/miss-chase-navy-blue-pure-cotton-top/8091257/buy,Rs. 659,4.2,Miss Chase,Pure Cotton Top,Rs. 1649,3.5k
tops/trendyol/trendyol-abstract-printed-long-sleeves-top/27117854/buy,Rs. 1439,4,Trendyol,Printed Long sleeves Top,Rs. 1799,26
tops/akkriti+by+pantaloons/akkriti-by-pantaloons-striped-mandarin-collar-cotton-shirt-style-top/28880852/buy,Rs. 647,4.5,AKKRITI BY PANTALOONS,Cotton Shirt Style Top,Rs. 899,17
tops/h%26m/-hm-ribbed-polo-shirt/30154740/buy,,,H&M,Ribbed Polo Shirt,,
tops/chemistry/chemistry-striped-layered-top/26271248/buy,Rs. 405,4.3,Chemistry,Striped Layered Top,Rs. 1399,82
tops/kinjo/kinjo-floral-printed-v-neck-puff-sleeves-cotton-shirt-style-top/24181340/buy,Rs. 649,4.1,Kinjo,Printed Cotton Shirt Style Top,Rs. 1299,166
tops/roadster/the-roadster-lifestyle-co-pink-floral-printed-blouson-casual-tops/28555854/buy,Rs. 645,3.2,Roadster,Floral Printed Casual Tops,Rs. 1899,32
tops/athena/athena-white-v-neck-puff-sleeve-top/27037848/buy,Rs. 819,3.9,Athena,V-Neck Puff Sleeve Top,Rs. 1999,45
tops/trendyol/trendyol-off-white-self-design-schiffli-top/19555796/buy,Rs. 1639,3.8,Trendyol,Self Design Schiffli Top,Rs. 4099,18
tops/h%26m/-hm-ribbed-vest-top-/30064881/buy,,3.9,H&M,Ribbed Vest Top,,7
tops/qomn/qomn-floral-printed-mandarin-collar-pure-cotton-top/21919898/buy,Rs. 914,4.2,QOMN,Printed Pure Cotton Top,Rs. 1499,366
tops/dressberry/dressberry-cherry-red-color-crush-top/29075514/buy,Rs. 399,4.3,DressBerry,Color Crush Solid Top,Rs. 899,18
tops/tokyo+talkies/tokyo-talkies-women-pretty-pink-solid-top/17537902/buy,Rs. 214,4.3,Tokyo Talkies,Solid Top,Rs. 649,5.1k
tops/sangria/sangria-floral-embroidered-longline-top/21741590/buy,Rs. 645,4,Sangria,Floral Embroidered Top,Rs. 3399,187
tops/athena/athena-geometric-printed-shiffli-cotton-shirt-style-top/25635062/buy,Rs. 781,4.1,Athena,Cotton Shirt Style Top,Rs. 1699,431
tops/marks+%26+spencer/marks--spencer-square-neck-flutter-sleeve-top/23797434/buy,Rs. 799,3.8,Marks & Spencer,Square Neck Flutter Sleeve Top,Rs. 1999,18
tops/stylecast/stylecast-black-v-neck-long-sleeves-top/26984684/buy,Rs. 1049,3.7,StyleCast,V-Neck Long Sleeves Top,Rs. 2799,6
tops/here%26now/herenow-black--khaki-floral-print-top/15887162/buy,Rs. 574,4.1,HERE&NOW,Floral Print Top,Rs. 2299,4.9k
tops/kibo/kibo-floral-printed-puff-sleeves-tie-up-crepe-top/27733894/buy,Rs. 645,4,Kibo,Printed Tie Up Crepe Top,Rs. 1899,6.1k
tops/fablestreet/fablestreet-women-black--white-printed-top/11521392/buy,Rs. 1310,4,FableStreet,Printed Top,Rs. 1795,257
tops/only/only-women-pink-casual-top/19395358/buy,Rs. 749,4.3,ONLY,Women Pink Casual Top,Rs. 2499,47
tops/vero+moda/vero-moda-shirt-collar-solid-cotton-top/29911909/buy,Rs. 1249,2.5,Vero Moda,Shirt Collar Solid Cotton Top,Rs. 2499,4
tops/only/only-sheer-printed-top/28640368/buy,Rs. 1499,4,ONLY,Sheer Printed Top,Rs. 2499,14
tops/curvy+street/curvy-street-plus-size-self-design-v-neck-puff-sleeves-regular-top/29371446/buy,Rs. 699,3.8,CURVY STREET,Plus Size V-neck Top,Rs. 1999,4
tops/stylecast/stylecast-pink-floral-printed-mandarin-collar-extended-sleeves-top/26503418/buy,Rs. 1049,3.7,StyleCast,Printed Mandarin Collar Top,Rs. 2899,10
tops/qomn/qomn-floral-printed-pure-cotton-pleated-a-line-top/27095740/buy,Rs. 909,4.5,QOMN,Printed Cotton  A-Line Top,Rs. 1299,55
