URL,Discount,Rating,Brand,Item,MRP,Reviews 
kurta-sets/kalini/kalini-floral-embroidered-regular-pure-cotton-kurta-with-patiala--dupatta/25188234/buy,Rs. 952,4,KALINI,Kurta With Patiala & Dupatta,Rs. 4540.91,898
kurta-sets/kalini/kalini-floral-embroidered-round-neck-sequinned-kurta-with-trousers--dupatta/29961320/buy,Rs. 1749,3.8,KALINI,Kurta With Trousers & Dupatta,Rs. 6999,6
kurta-sets/libas/libas-women-burgundy-floral-motifs-embroidered-sequinned-kurta-with-churidar--dupatta/19076434/buy,Rs. 1979,4.4,Libas,Women Embroidered Kurta Set,Rs. 5999,2.1k
kurta-sets/arayna/arayna-floral-printed-pure-cotton-kurta-with-trousers--dupatta/24885628/buy,Rs. 1499,4.1,Arayna,Kurta with Trousers & DUpatta,Rs. 2499,701
kurtas/kalini/kalini-ethnic-motifs-embroidered-kurta/24045468/buy,Rs. 680,4,KALINI,Ethnic Embroidered Kurta,Rs. 2959,10.8k
co-ords/nayam+by+lakshita/nayam-by-lakshita-women-printed-co-ords/23795704/buy,Rs. 1437,4.2,Nayam By Lakshita,Women Printed Co-Ords,Rs. 2995,374
kurta-sets/inddus/inddus-women-black-ethnic-motifs-thread-work-kurta-with-sharara--with-dupatta/19959632/buy,Rs. 2549,4.4,Inddus,Kurta with Sharara & Dupatta,Rs. 8499,2.9k
kurta-sets/libas/libas-ethnic-motifs-embroidered-sequinned-straight-kurta-with-trousers--dupatta/24440994/buy,Rs. 2449,4.3,Libas,Embroidered Straight Kurta Set,Rs. 4999,560
kurta-sets/indo+era/indo-era-women-yoke-design-straight-kurta-and-palazzo-with-dupatta-/13962282/buy,Rs. 1299,4.2,Indo Era,Women Yoke Design Kurta Sets,Rs. 6999,11.2k
kurta-sets/kalini/kalini-floral-printed-straight-kurta-with-trousers--with-dupatta/27099074/buy,Rs. 1727,3,KALINI,Kurta with Trousers & Dupatta,Rs. 6399,190
kurtis/rain+%26+rainbow/rain--rainbow-women-floral-printed-sequinned-pure-cotton-kurti/17606376/buy,Rs. 664,4.3,Rain & Rainbow,Floral Printed Cotton Kurti,Rs. 1795,1.3k
co-ords/kvsfab/kvsfab-purple-embroidered-top--skirt-co-ord-set-with-shrug/23132966/buy,Rs. 2821,4.2,Kvsfab,Embroidered Co-Ord Set & Shrug,Rs. 8299,337
saree-blouse/soch/soch-sleeveless-saree-blouse/21898296/buy,Rs. 798,4.5,Soch,Sleeveless Saree Blouse,Rs. 998,2.5k
kurta-sets/anouk/anouk-ethnic-motifs-printed-regular-thread-work-kurta-with-trousers--dupatta/25487896/buy,Rs. 991,4.2,Anouk,Kurta with Trousers & Dupatta,Rs. 3199,610
kurta-sets/kalini/kalini-leheriya-printed-thread-work-kurta-with-trousers--dupatta/24467544/buy,Rs. 813,4,KALINI,Kurta With Trousers & Dupatta,Rs. 3699,782
leggings/go+colors/go-colors-women-black-solid-ankle-length-leggings/18292084/buy,,4.6,Go Colors,Women Ankle Length Leggings,,2k
kurtas/libas/libas-women-maroon-solid-straight-kurta/1991320/buy,Rs. 623,4.2,Libas,Solid Straight Kurta,Rs. 1299,11.1k
kurta-sets/anouk/anouk-ethnic-motifs-printed-round-neck-kurta-with-palazzos/27752774/buy,Rs. 1257,4.1,Anouk,Printed Kurta with Palazzos,Rs. 3699,80
sarees/mitera/mitera-pink--gold-toned-pure-georgette-saree-with-jacket-with-blouse/24434602/buy,Rs. 2939,4,Mitera,Pure Georgette Saree,Rs. 13999,641
dresses/janasya/janasya-coral-orange-cotton-western-dress/17386884/buy,Rs. 1019,3.8,Janasya,Cotton Western Dress,Rs. 2999,649
kurta-sets/anayna/anayna-floral-printed-cotton-linen-blend-kurta-with-trousers/27121464/buy,Rs. 960,4.4,anayna,Printed Kurta with Trousers,Rs. 3098,11.8k
kurta-sets/kalini/kalini-ethnic-motifs-printed-gotta-patti-pure-cotton-straight-kurta--trouser-with-dupatta/26080944/buy,Rs. 787,3.6,KALINI,Pure Cotton Straight Kurta Set,Rs. 3283,892
co-ords/anouk/anouk-blue-embroidered-tunic-with-trousers-co-ords/27988098/buy,Rs. 1331,4.3,Anouk,Tunic With Trousers Co-Ords,Rs. 3699,211
sarees/kalista/kalista-sequinned-organza-saree/28801770/buy,Rs. 1532,4,Kalista,Sequinned Organza Saree,Rs. 9576,108
kurta-sets/varanga/varanga-women-magenta-printed-kurta-with-trousers--dupatta/19045534/buy,Rs. 1499,4.1,Varanga,Women Printed Kurta with Trousers With Dupatta,Rs. 5999,5.7k
kurta-sets/indo+era/indo-era-floral-embroidered-regular-thread-work-kurta-with-trousers--dupatta/25063538/buy,Rs. 1899,3.7,Indo Era,Embroidered Kurta Set,Rs. 6599,311
kurtas/inddus/inddus-floral-thread-embroidered-anarkali-kurta-with-dupatta/24275372/buy,Rs. 2882,4.5,Inddus,Anarkali Kurta With Dupatta,Rs. 9299,555
kurta-sets/divena/divena-women-blue-floral-printed-pure-cotton-kurta-with-trousers--with-dupatta/19050146/buy,Rs. 2819,4.1,Divena,Women Printed Kurta with Trousers With Dupatta,Rs. 5999,161
kurta-sets/inddus/inddus-floral-embroidered-regular-thread-work-kurta-with-trousers--dupatta/25327424/buy,Rs. 2174,4.2,Inddus,Floral Embroidered Kurta Set,Rs. 7499,238
sarees/mitera/mitera-pure-georgette-saree-with-blouse-piece/22436534/buy,Rs. 599,4,Mitera,Pure Georgette Saree,Rs. 2998,2.9k
kurta-sets/heeposh/heeposh-women-blue-printed-regular-beads-and-stones-pure-cotton-kurta-with-trousers--with-dupatta/23419472/buy,Rs. 2589,4.3,HEEPOSH,Women Printed Kurta with Trousers With Dupatta,Rs. 6999,164
kurta-sets/sangria/sangria-blue-yoke-design-v-neck-georgette-a-line-kurta-with-trousers--dupatta/26210924/buy,Rs. 2223,4.3,Sangria,Yoke Design A-Line Kurta Set,Rs. 6949,378
kurta-sets/here%26now/herenow-floral-embroidered-sequinned-kurta-with-trousers--dupatta/23596536/buy,Rs. 1539,4.2,HERE&NOW,Kurta with Trousers & Dupatta,Rs. 4399,841
kurta-sets/indo+era/indo-era-floral-embroidered-panelled-kurta-with-trousers--dupatta/23778110/buy,Rs. 1699,4,Indo Era,Kurta With Trousers & Dupatta,Rs. 6999,1.5k
kurta-sets/indo+era/indo-era-ethnic-motifs-embroidered-thread-work-kurta-with-trousers--dupatta/27580842/buy,Rs. 1749,3.8,Indo Era,Kurta With Trousers & Dupatta,Rs. 6999,98
co-ords/anouk/anouk-grey-floral-embroidered-empire-a-line-sequinned-kurti-with-palazzos/27992916/buy,Rs. 2274,,Anouk,Sequinned Kurti with Palazzos,Rs. 6499,
kurta-sets/sangria/sangria-v-neck-long-sleeves-thread-work-embroidered-kurta-sets/27188554/buy,Rs. 2061,4.2,Sangria,Embroidered Kurta Sets,Rs. 6649,330
kurtas/kalini/kalini-floral-printed-pleated-anarkali-kurta-with-dupatta/27197900/buy,Rs. 839,3.6,KALINI,Floral Anarkali Kurta,Rs. 2799,355
kurta-sets/khushal+k/khushal-k-women-purple-printed-empire-gotta-patti-kurta-with-trousers--with-dupatta/24593420/buy,Rs. 1355,4.2,Khushal K,Kurta with Trousers & Dupatta,Rs. 5649,2.5k
kurtas/sangria/sangria-women-lime-green-floral-embroidered-thread-work-pastels-kurta/19016840/buy,Rs. 799,4.1,Sangria,Women Floral Embroidered Kurta,Rs. 2499,2.2k
kurta-sets/inddus/inddus-floral-printed-v-neck-thread-and-sequins-embroidered-a-line-kurta-set-with-dupatta/25086548/buy,Rs. 2464,3.6,Inddus,Kurta Set With Dupatta,Rs. 8499,166
kurta-sets/kalini/kalini-striped-sweetheart-neck-sequined-tie-up-straight-kurta-with-sharara--dupatta/24927156/buy,Rs. 1839,4.2,KALINI,Striped Straight Kurta Set,Rs. 7999,1k
kurta-sets/kalini/kalini-floral-yoke-design-regular-straight-kurta-with-trousers--dupatta/29338690/buy,Rs. 879,3.8,KALINI,Yoke Design Kurta Set,Rs. 3999,101
kurta-sets/fusionic/fusionic-floral-printed-anarkali-kurta-with-trousers--dupatta/24845422/buy,Rs. 2460,4.1,Fusionic,Kurta With Trousers & Dupatta,Rs. 4100,1.6k
kurta-sets/kalini/kalini-floral-printed-regular-kurta-with-trousers--with-dupatta/25167902/buy,Rs. 782,3.8,KALINI,Printed Regular Kurta Set,Rs. 4345,9.7k
kurta-sets/kalini/kalini-floral-printed-v-neck-regular-kurta-with-palazzos/24417894/buy,Rs. 621,3.9,KALINI,Printed Kurta With Palazzos,Rs. 2959,315
kurta-sets/w/w-women-yellow--white-floral-printed-pure-cotton-kurta-with-trousers--dupatta/23002434/buy,Rs. 2280,4.3,W,Kurta with Trousers & Dupatta,Rs. 3299,91
sarees/tikhi+imli/tikhi-imli-embellished-floral-saree/21569212/buy,Rs. 979,4.2,Tikhi Imli,Embellished Floral Saree,Rs. 2798,1.3k
kurta-sets/sangria/sangria-embroidered-anarkali-kurta-with-palazzo--dupatta-set/24896762/buy,Rs. 1567,4.2,Sangria,Embroidered Kurta Set,Rs. 5599,6.1k
kurta-sets/sangria/sangria-embroidered-straight-kurta-with-palazzo--dupatta-set/28452218/buy,Rs. 2102,4.1,Sangria,Kurta With Palazzo Set,Rs. 7249,297
kurta-sets/sangria/sangria-green-ethnic-motifs-embroidered-regular-sequinned-kurta-with-palazzos/29086704/buy,Rs. 1699,4.1,Sangria,Embroidered Kurta Set,Rs. 5149,58
kurtis/rain+%26+rainbow/rain--rainbow-abstract-print-a-line-cotton-kurti/19791536/buy,Rs. 685,4.2,Rain & Rainbow,Printed Pure Cotton Kurti,Rs. 1595,3.1k
kurta-sets/indo+era/indo-era-women-red-embroidered-detail-liva-kurta-with-trousers---dupatta/18239218/buy,Rs. 1599,3.9,Indo Era,Women Kurta with Trousers With Dupatta,Rs. 4599,1k
kurta-sets/anouk/anouk-women-floral-embroidered-regular-thread-work-chanderi-silk-kurta-with-trousers--with-dupatta/29880079/buy,Rs. 2039,4.2,Anouk,Women Embroidered Kurta with Trousers With Dupatta,Rs. 5999,5
kurtas/varanga/varanga-women-blue--white-printed-kurta/14025916/buy,Rs. 699,4.1,Varanga,Women Printed Kurta,Rs. 2199,10.3k
kurta-sets/sangria/sangria-green--pink-tropical-printed-pure-cotton-a-line-kurta--palazzos/24282062/buy,Rs. 1007,4.1,Sangria,Printed Pure Cotton Kurta Set,Rs. 3599,1.7k
kurta-sets/anouk/anouk-women-floral-printed-regular-kurta-with-trousers--with-dupatta/23004266/buy,Rs. 1220,4,Anouk,Women Printed Kurta with Trousers With Dupatta,Rs. 3699,508
kurtas/inddus/inddus-floral-yoke-design-georgette-thread-work-anarkali-kurta-with-dupatta/26916066/buy,Rs. 2559,4.1,Inddus,Anarkali Kurta With Dupatta,Rs. 7999,1.8k
kurta-sets/sangria/sangria-off-white-floral-embroidered-pure-cotton-kurta-with-palazzo--dupatta-/27236696/buy,Rs. 2102,4.1,Sangria,Embroidered Cotton Kurta Set,Rs. 7249,299
kurta-sets/sangria/sangria-yellow-floral-embroidered-gotta-patti-straight-kurta--trouser-with-dupatta/25205168/buy,Rs. 1349,3.9,Sangria,Straight Kurta Set,Rs. 5999,530
sarees/saree+mall/saree-mall-bandhani-zari-pure-cotton-ready-to-wear-bagru-sarees/29579872/buy,Rs. 1379,3.4,Saree mall,Bandhani Pure Cotton Saree,Rs. 5999,77
kurta-sets/varanga/varanga-women-solid-empire-kurta-with-trousers/23798048/buy,Rs. 899,4,Varanga,Women Kurta with Trousers,Rs. 4999,1.4k
kurtas/anayna/anayna-women-ethnic-motifs-printed-kantha-work-dobby-kurta/26972220/buy,Rs. 407,4.5,anayna,Women Ethnic Motifs Printed Kurta,Rs. 1698,37.4k
sarees/kalini/kalini-ethnic-motifs-printed-saree/22751732/buy,Rs. 659,4.1,KALINI,Ethnic Motifs Printed Saree,Rs. 3299,2.6k
kurta-sets/sangria/sangria-printed-shoulder-strap-gotta-patti-kurta-with-trousers--dupatta/24120300/buy,Rs. 1119,4.2,Sangria,Gotta Patti Kurta Set,Rs. 3499,4.7k
kurta-sets/khushal+k/khushal-k-women-blue-ethnic-motifs-empire-kurta-with-trousers--with-dupatta/19564650/buy,Rs. 1223,4.4,Khushal K,Women Kurta with Trousers With Dupatta,Rs. 5099,32.6k
kurtas/kalini/kalini-floral-printed-chikankari-cotton-kurta/28937590/buy,Rs. 671,3.7,KALINI,Floral Chikankari Cotton Kurta,Rs. 3197,93
kurta-sets/kalini/kalini-floral-printed-gotta-patti-anarkali-kurta-with-trousers--dupatta/24613822/buy,Rs. 1698,3.6,KALINI,Printed Anarkali Kurta Set,Rs. 5663,2.2k
kurta-sets/parthvi/parthvi-floral-printed-regular-gotta-patti-pure-cotton-kurta-with-trousers-withdupatta/30001188/buy,Rs. 974,4,PARTHVI,Floral Printed Kurta Set,Rs. 6499,5
kurta-sets/bhama+couture/bhama-couture-floral-printed-pure-cotton-kurta-with-trousers/26008264/buy,Rs. 1439,4.1,Bhama Couture,Printed Pure Cotton Kurta Set,Rs. 4499,269
sarees/mitera/mitera-blue--blue-tie-and-dye-beads-and-stones-saree/20446260/buy,Rs. 873,4.2,Mitera,Tie and Dye Saree,Rs. 3799,3.1k
kurta-sets/anayna/anayna-women-ethnic-motifs-printed-regular-pure-cotton-kurta-with-trousers--with-dupatta/26972232/buy,Rs. 1740,4.5,anayna,Women Printed Kurta with Trousers With Dupatta,Rs. 4350,148
kurta-sets/indo+era/indo-era-women-yellow-floral-yoke-design-regular-kurta-with-trousers--with-dupatta/15508918/buy,Rs. 1499,4.1,Indo Era,Women Yoke Design Kurta with Trousers With Dupatta,Rs. 6199,4.7k
kurta-sets/varanga/varanga-women-floral-embroidered-mirror-work-kurta-with-trousers--dupatta/21580654/buy,Rs. 1889,4.2,Varanga,Women Embroidered Kurta with Trousers With Dupatta,Rs. 8999,798
kurta-sets/yuris/yuris-women-mauve-ethnic-motifs-printed-sequinned-cotton-kurta-with-trousers--dupatta/15677670/buy,Rs. 1479,4.3,Yuris,Women Printed Kurta with Trousers With Dupatta,Rs. 3999,839
kurtas/anouk/anouk-navy-blue-ethnic-motifs-printed-pure-cotton-straight-kurta/27021066/buy,Rs. 577,4.2,Anouk,Pure Cotton Straight Kurta,Rs. 1699,1.4k
kurta-sets/anouk/anouk-women-printed-pure-cotton-straight-kurta-with-palazzos/21019290/buy,Rs. 839,3.9,Anouk,Women  Kurta with Palazzos,Rs. 2799,978
kurta-sets/kalini/kalini-keyhole-neck-ethnic-motifs-printed-regular-kurta-with-trousers--with-dupatta/22974768/buy,Rs. 1199,4,KALINI,Ethnic Motif Printed Kurta Set,Rs. 4999,1.2k
kurta-sets/rain+%26+rainbow/rain--rainbow-regular-thread-work-pure-cotton-kurta-with-trousers--with-dupatta/27621196/buy,Rs. 2747,4.2,Rain & Rainbow,Kurta with Trousers Dupatta,Rs. 5495,59
kurta-sets/kalini/kalini-women-floral-printed-regular-kurta-with-trousers--with-dupatta/30069151/buy,Rs. 999,,KALINI,Women Printed Kurta with Trousers With Dupatta,Rs. 4999,
kurta-sets/inddus/inddus-floral-regular-thread-work-pure-silk-straight-kurta-with-trousers--dupatta/28877960/buy,Rs. 2799,3.8,Inddus,Kurta with Trousers & Dupatta,Rs. 7999,36
kurta-sets/anouk/anouk-women-white-printed-kurta-with-trousers/17049122/buy,Rs. 724,3.7,Anouk,Women Printed Kurta with Trousers,Rs. 2899,6.9k
kurta-sets/anouk/anouk-pink-floral-embroidered-sequined-anarkali-kurta-with-churidar--with-dupatta-inner-/27992924/buy,Rs. 3599,4.2,Anouk,Embroidered Anarkali Kurta Set,Rs. 9999,129
kurta-sets/anouk/anouk-printed-round-neck-three-quarter-sleeves-cotton-kurta-set/27317958/buy,Rs. 1517,4.3,Anouk,Printed Cotton Kurta Set,Rs. 4599,148
sarees/mitera/mitera-cream-coloured--red-floral-silk-blend-saree/18302804/buy,Rs. 1859,4.2,Mitera,Floral Silk Blend Saree,Rs. 10899,6.4k
kurta-sets/varanga/varanga-women-sea-green-woven-design-kurta-with-trousers--with-dupatta/15268866/buy,Rs. 1439,4,Varanga,Kurta with Trousers & Dupatta,Rs. 5999,3.6k
kurta-sets/anouk/anouk-women-blue-ethnic-motifs-printed-regular-pure-cotton-kurta-with-palazzos--dupatta/15406964/buy,Rs. 1319,4.2,Anouk,Women Pure Cotton Kurta Set,Rs. 3999,3.2k
kurta-sets/kalini/kalini-floral-yoke-design-v-neck-thread-work-kurta-with-trousers/28505358/buy,Rs. 989,3,KALINI,Yoke Design Kurta Set,Rs. 6599,43
kurta-sets/sangria/sangria-yellow--pink-floral-printed-pure-cotton-straight-kurta-with-trouser--dupatta/23523616/buy,Rs. 1499,4.1,Sangria,urta With Trouser & Dupatta,Rs. 4999,2.5k
kurta-sets/anouk/anouk-floral-yoke-design-empire-mirror-work-pure-cotton-kurta-with-trousers--dupatta/26975602/buy,Rs. 1979,3.9,Anouk,Kurta with Trousers & Dupatta,Rs. 5999,55
kurta-sets/ahika/ahika-woven-design-zari-regular-kurta-with-trousers--dupatta/24533640/buy,Rs. 1999,3.9,AHIKA,Kurta With Trousers & Dupatta,Rs. 9998,119
kurta-sets/kalini/kalini-women-blue-floral-printed-gotta-patti-pure-cotton-kurta-with-trousers--with-dupatta/17634546/buy,Rs. 919,4.2,KALINI,Women Printed Kurta with Trousers With Dupatta,Rs. 3999,6.3k
kurta-sets/khushal+k/khushal-k-ethnic-motifs-printed-sequinned-kurta-with-palazzos--dupatta/22390824/buy,Rs. 1355,4.2,Khushal K,Kurta with Palazzos & Dupatta,Rs. 5649,3.2k
kurta-sets/kalini/kalini-floral-printed-sequinned-straight-kurta-with-trouser--dupatta/27279504/buy,Rs. 1499,3.5,KALINI,Kurta With Trouser & Dupatta,Rs. 6818,187
kurta-sets/libas/libas-floral-printed-regular-pure-cotton-kurta-with-palazzos--dupatta/27998538/buy,Rs. 1649,4.2,Libas,Kurta With Palazzos & Dupatta,Rs. 3299,78
kurta-sets/sangria/sangria-embroidered-v-neck-kurta-with-trousers--dupatta/27950532/buy,Rs. 2175,3.8,Sangria,Embroidered V-Neck Kurta Sets,Rs. 6799,95
kurta-sets/varanga/varanga-women-burgundy-ethnic-motifs-embroidered-thread-work-kurta-with-trousers--with-dupatta/19171720/buy,Rs. 1679,4.2,Varanga,Women Embroidered Kurta with Trousers With Dupatta,Rs. 6999,3.4k
kurta-sets/ahika/ahika-ethnic-motifs-printed-regular-kurta-with-trousers--with-dupatta/24492752/buy,Rs. 999,3.9,AHIKA,Kurta With Trousers & Dupatta,Rs. 4248,733
kurta-sets/nayo/nayo-women-black-ethnic-motifs-printed-pure-cotton-kurta-with-palazzos--with-dupatta/16972006/buy,Rs. 1574,4.1,Nayo,Women Printed Kurta with Palazzos With Dupatta,Rs. 3499,3.5k
kurtas/poshak+hub/poshak-hub-women-indie-prints-georgette-anarkali-kurta/21514340/buy,Rs. 990,4.4,Poshak Hub,Women Georgette Anarkali Kurta,Rs. 3000,6.2k
kurta-sets/kalini/kalini-dyed-round-neck-regular-anarkali-kurta-with-trouser--dupatta/29583954/buy,Rs. 2079,3.8,KALINI,Kurta With Trouser & Dupatta,Rs. 7425,12
kurta-sets/inddus/inddus-floral-embroidered-zari-kurta--trousers-with-dupatta/24275376/buy,Rs. 2719,4.1,Inddus,Floral Embroidered Kurta Set,Rs. 8499,298
sarees/mitera/mitera-orange--pink-printed--embroidered-pure-chiffon-bandhani-saree/24629102/buy,Rs. 1999,3.9,Mitera,Bandhani Pure Chiffon Saree,Rs. 12495,1.6k
kurta-sets/varanga/varanga-women-ethnic-motifs-embroidered-thread-work-kurta-with-trousers--with-dupatta/21325854/buy,Rs. 1679,4.2,Varanga,Women Embroidered Kurta with Trousers With Dupatta,Rs. 7999,2.7k
kurta-sets/anouk/anouk-women-floral-printed-pure-cotton-kurta-with-trousers/21126656/buy,Rs. 999,4,Anouk,Cotton Kurta with Trousers,Rs. 2999,1.1k
kurta-sets/indo+era/indo-era-women-pink-yoke-design-regular-kurta-with-palazzos--dupatta/15509228/buy,Rs. 999,4,Indo Era,Women Yoke Design Kurta Set,Rs. 3999,5.8k
co-ords/shae+by+sassafras/shae-by-sassafras-women-shirt-with-palazzos-co-ords-set/22036974/buy,Rs. 1224,3.9,Shae by SASSAFRAS,Women Co-Ords Set,Rs. 3499,1.1k
kurta-sets/indo+era/indo-era-floral-embroidered-thread-work-liva-kurta-with-trousers--with-dupatta/21640386/buy,Rs. 1199,4.3,Indo Era,Women Embroidered Kurta with Trousers With Dupatta,Rs. 3999,152
kurta-sets/libas/libas-women-floral-printed-thread-work-pure-cotton-kurta-with-salwar--with-dupatta/26737656/buy,Rs. 1999,4.2,Libas,Women Printed Kurta with Salwar With Dupatta,Rs. 4999,60
kurta-sets/libas/libas-woven-design-round-neck-three-quarter-sleeves-pure-cotton-kurta-set/29233938/buy,Rs. 2579,4.6,Libas,woven design Kurta Set,Rs. 5999,27
kurta-sets/sangria/sangria-women-green--golden-ethnic-motifs-printed-pure-cotton-kurta-with-trousers/13829136/buy,Rs. 989,4.1,Sangria,Women Printed Kurta with Trousers,Rs. 2999,2.2k
kurtas/libas/libas-women-blue-yoke-design-thread-work-kurta/19076410/buy,Rs. 685,4.1,Libas,Women Yoke Design Kurta,Rs. 1399,585
kurta-sets/indo+era/indo-era-floral-printed-kantha-work-pure-cotton-kurta-with-trousers--dupatta/29571344/buy,Rs. 1499,4,Indo Era,Kurta With Trousers & Dupatta,Rs. 3799,5
palazzos/tag+7/tag-7-women-pack-of-2-white--black-solid-flared-palazzos/11169314/buy,Rs. 841,4.1,TAG 7,Women Pack Of 2 Solid Palazzos,Rs. 2550,5k
kurtas/stylum/stylum-floral-printed-gotta-patti-a-line-kurta-with-dupatta/25203534/buy,Rs. 782,4.2,Stylum,Floral Kurta with Dupatta,Rs. 2699,736
kurta-sets/libas/libas-ethnic-motifs-printed-kurta-with-trousers--with-dupatta/21905450/buy,Rs. 1469,4,Libas,Women Printed Kurta with Trousers With Dupatta,Rs. 2999,3k
kurtas/anayna/anayna-women-blue--white-geometric-screen-print-cotton-fusion-kurta/13932904/buy,Rs. 564,4.4,anayna,Printed Cotton Fusion Kurta,Rs. 1660,23.9k
kurta-sets/inddus/inddus-floral-yoke-design-round-neck-sequins-chanderi-cotton-kurta-set-with-dupatta/25086550/buy,Rs. 2464,4,Inddus,Kurta Set With Dupatta,Rs. 8499,202
kurta-sets/anouk/anouk-blue-floral-embroidered-thread-work-pure-cotton-a-line-kurta-with-pyjamas--dupatta/29769972/buy,Rs. 1649,,Anouk,Kurta With Pyjamas & Dupatta,Rs. 5499,
sarees/sangria/sangria-charcoal--pink-floral-printed-satin-saree/23593376/buy,Rs. 999,4.1,Sangria,Floral Printed Satin Saree,Rs. 4999,461
kurta-sets/kalini/kalini-floral-printed-high-slit-pure-cotton-kurta-with-trousers/25216078/buy,Rs. 971,4.1,KALINI,Floral Printed Kurta Set,Rs. 3599,1.3k
sarees/mitera/mitera-green--white-leheriya-printed-embroidered-poly-georgette-leheriya-saree/23406594/buy,Rs. 1299,3.8,Mitera,Poly Georgette Leheriya Saree,Rs. 6842,1.6k
kurta-sets/ahika/ahika-ethnic-motifs-embroidered-sequinned-anarkali-kurta-with-palazzos--dupatta/26274962/buy,Rs. 1899,4.2,AHIKA,Embroidered Kurta Set,Rs. 4999,258
kurta-sets/kalini/kalini-ethnic-motifs-embroidered-yoke-design-kurta-with-trousers--dupatta/23917128/buy,Rs. 1118,4.1,KALINI,Embroidered Kurta Sets,Rs. 4300,2.2k
kurta-sets/anouk/anouk-women-floral-printed-regular-aari-work-pure-cotton-kurta-with-trousers--with-dupatta/29906769/buy,Rs. 1631,4.3,Anouk,Women Printed Kurta with Trousers With Dupatta,Rs. 4799,618
kurta-sets/anouk/anouk-floral-embroidered-regular-mirror-work-pure-cotton-kurta-with-patiala--dupatta/26975606/buy,Rs. 1499,4.1,Anouk,Kurta with Patiala & Dupatta,Rs. 5999,334
kurta-sets/yuris/yuris-women-pink-ethnic-motifs-yoke-design-regular-gotta-patti-pure-cotton-kurta-with-trousers--with/15598668/buy,Rs. 1519,4.1,Yuris,Women Yoke Design Kurta with Trousers With Dupatta,Rs. 3999,598
kurta-sets/indo+era/indo-era-women-ethnic-motifs-embroidered-kurta-with-trousers--dupatta/23873416/buy,Rs. 1499,3.7,Indo Era,Women Embroidered Kurta Set,Rs. 5599,929
kurta-sets/heeposh/heeposh-women-printed-kurta-with-trousers--with-dupatta/21114828/buy,Rs. 1240,4.1,HEEPOSH,Women Printed Kurta with Trousers With Dupatta,Rs. 6200,3.2k
kurta-sets/kalini/kalini-floral-embroidered-keyhole-neck-three-quarter-sleeves-thread-work-kurta-set/29248838/buy,Rs. 912,3.4,KALINI,Embroidered Kurta Set,Rs. 4345,123
kurta-sets/ginni+arora+label/ginni-arora-label-v-neck-floral-printed-cotton-straight-kurta-with-palazzo---dupatta/28040278/buy,Rs. 1479,4.2,Ginni Arora Label,Kurta with Palazzo &  Dupatta,Rs. 3699,86
kurta-sets/tikhi+imli/tikhi-imli-embroidered-notched-neck-thread-work-kurta-with-trousers--dupatta/22467148/buy,Rs. 1870,4.2,Tikhi Imli,Kurta With Trousers & Dupatta,Rs. 3598,1.3k
kurta-sets/anouk/anouk-magenta-floral-printed-v-neck-a-line-kurta-with-trousers/27517534/buy,Rs. 989,4.5,Anouk,Floral Printed Kurta Set,Rs. 2999,553
kurta-sets/indo+era/indo-era-women-floral-embroidered-regular-thread-work-kurta-with-trousers--with-dupatta/22731930/buy,Rs. 1699,4.2,Indo Era,Women Embroidered Kurta with Trousers With Dupatta,Rs. 8799,759
kurta-sets/indo+era/indo-era-floral-embroidered-thread-work-kurta-with-trousers--dupatta/22992592/buy,Rs. 1599,4,Indo Era,Women Embroidered Kurta Set,Rs. 6999,1.7k
kurta-sets/stylum/stylum-striped-v-neck-sleeveless-mirror-work-kurta-with-trousers--dupatta/25203532/buy,Rs. 869,4.1,Stylum,Striped V-Neck Kurta Set,Rs. 2999,527
kurta-sets/anouk/anouk-floral-embroidered-pure-cotton-a-line-kurta-with-patiala--dupatta/26975626/buy,Rs. 1559,4.2,Anouk,Kurta With Patiala & Dupatta,Rs. 5999,287
kurtas/kalini/kalini-leheriya-printed-georgette-anarkali-kurta-with-dupatta/25635136/buy,Rs. 1299,3.4,KALINI,Georgette Kurta With Dupatta,Rs. 6190,465
lehenga-choli/janasya/janasya-women-maroon-cotton-block-print-lehenga-choli-with-dupatta/20453176/buy,Rs. 2975,4.5,Janasya,Lehenga Blouse With Dupatta,Rs. 4799,326
kurta-sets/kalini/kalini-floral-printed-thread-work-silk-crepe-straight-kurta-with-trousers--dupatta/29960568/buy,Rs. 1667,,KALINI,Printed Straight Kurta Set,Rs. 6949,
kurtas/libas/libas-woven-design-pastels-dobby-kurta/22124756/buy,Rs. 1297,4.3,Libas,Women Woven Design Kurta,Rs. 2199,2.3k
kurta-sets/libas/libas-floral-embroidered-thread-work-kurta-with-trousers--dupatta/21905558/buy,Rs. 2399,4.4,Libas,Kurta With Trousers & Dupatta,Rs. 5999,579
kurta-sets/scakhi/scakhi-women-maroon-floral-embroidered-panelled-gotta-patti-chanderi-silk-kurti-with-sharara--with-dupatta/20036128/buy,Rs. 3343,4.1,SCAKHI,Women Embroidered Kurti with Sharara With Dupatta,Rs. 7599,142
kurta-sets/kalini/kalini-women-floral-printed-regular-pure-cotton-kurta-with-palazzos--with-dupatta/29881101/buy,Rs. 965,4.1,KALINI,Women Printed Kurta with Palazzos With Dupatta,Rs. 4599,38
kurta-sets/anayna/anayna-women-pure-cotton-kurta-with-trousers--with-dupatta/23158856/buy,Rs. 1476,4.3,anayna,Women Kurta with Trousers With Dupatta,Rs. 3990,584
